nombre_nuevo,marca,modelos,vista,color,detalle,origen,copias_descartadas,md5,ancho,alto,bytes_original,bytes_final,nota
byd_atto2_detalle_sd_gear.jpg,byd,BYD Atto 2,detalle,sd,gear,Atto 2/Detalles/08、ATTO 2 DMi_LHD_Gear_download_JPG_RGB.jpg,,8b79ef3ff4d50c4f7b2254433c29f0da,2000,1282,13222390,300047,
byd_atto2_detalle_sd_door.jpg,byd,BYD Atto 2,detalle,sd,door,Atto 2/Detalles/10、ATTO 2 DMi_LHD_Interior_Door_download_JPG_RGB.jpg,,cf580a27f30dbe2fb887343ec9944731,2000,1306,25385715,494248,
byd_atto2_detalle_sd_unlimited-charging.jpg,byd,BYD Atto 2,detalle,sd,unlimited-charging,Atto 2/Detalles/11、ATTO 2 DMi_LHD_Unlimited charging_download_JPG_RGB.jpg,,83768e8f981bc23d0b359f55a81bfaaf,2000,1111,15409879,487982,
byd_atto2_detalle_sd_charging-gun.jpg,byd,BYD Atto 2,detalle,sd,charging-gun,Atto 2/Detalles/14.ATTO 2 DMi_LHD_Charging gun_download_JPG_RGB.jpg,,06da06ace8e797884b828c27472ac8c1,2000,1234,18157107,473311,
byd_atto2_detalle_sd_wheel-hub.jpg,byd,BYD Atto 2,detalle,sd,wheel-hub,Atto 2/Detalles/15.ATTO 2 DMi_LHD_Wheel Hub_download_JPG_RGB.jpg,,39e7e0927c7e57049d823f759dfad08d,2000,1366,30091079,534336,
byd_atto2_detalle_sd_nfc.jpg,byd,BYD Atto 2,detalle,sd,nfc,Atto 2/Detalles/16.ATTO 2 DMi_LHD_NFC_download_JPG_RGB.jpg,,3543cc720b9467e165ac63e130f06bf7,2000,1440,17903790,323922,
byd_atto2_detalle_sd_1.jpg,byd,BYD Atto 2,detalle,sd,,Atto 2/Detalles/Copia de H-31.jpg,,71d4be702f88e0ce6871d870fee582f3,1334,2000,18626658,528534,
byd_atto2_detalle_sd_2.jpg,byd,BYD Atto 2,detalle,sd,,Atto 2/Detalles/Copia de H-8.jpg,,1631085d21b6746f58b8b6ff1ff922ab,1334,2000,19190596,555005,
byd_atto2_detalle_sd_3.jpg,byd,BYD Atto 2,detalle,sd,,Atto 2/Detalles/Copia de H-9.jpg,,e9494ff5eb2b443c7f2aba564f9d3c61,1334,2000,18254679,503344,
byd_atto2_exterior_malachite-darkcyan_high-end-wheels-left.jpg,byd,BYD Atto 2,exterior,malachite-darkcyan,high-end-wheels-left,Atto 2/Exterior/Malachite Darkcyan/02.ATTO 2 DMi_LHD_Midnight Blue_High-end Wheels_Left_download_JPG_RGB.jpg,,2d31706a9415a11f6795f2357586f91e,2000,1125,50128232,368567,
byd_atto2_exterior_malachite-darkcyan_high-end-wheels-left-diagonal.jpg,byd,BYD Atto 2,exterior,malachite-darkcyan,high-end-wheels-left-diagonal,Atto 2/Exterior/Malachite Darkcyan/04.ATTO 2 DMi_LHD_Midnight Blue_High-end Wheels_Left 45°_download_JPG_RGB.jpg,,7bfe04f86cd956431c5c2866d9a7a7e9,2000,1125,68631169,363130,
byd_atto2_exterior_malachite-darkcyan_right.jpg,byd,BYD Atto 2,exterior,malachite-darkcyan,right,Atto 2/Exterior/Malachite Darkcyan/05.ATTO 2 DMi_LHD_Right 60°_download_JPG_RGB.jpg,,697c104f89fe950cbb860e4c2927035d,2000,1125,42942399,457082,
byd_atto2_exterior_malachite-darkcyan_high-altitude-view.jpg,byd,BYD Atto 2,exterior,malachite-darkcyan,high-altitude-view,Atto 2/Exterior/Malachite Darkcyan/06.ATTO 2 DMi_LHD_High Altitude View_download_JPG_RGB.jpg,,79ebdf252f5e395ea5b458141a1ede7e,2000,1125,45779057,483731,
byd_atto2_exterior_malachite-darkcyan_overlook.jpg,byd,BYD Atto 2,exterior,malachite-darkcyan,overlook,Atto 2/Exterior/Malachite Darkcyan/07.ATTO 2 DMi_LHD_Overlook_download_JPG_RGB.jpg,,ab706a80da770836bef2fb0342cb3110,2000,1125,3800372,257784,
byd_atto2_exterior_malachite-darkcyan_overlook-rear.jpg,byd,BYD Atto 2,exterior,malachite-darkcyan,overlook-rear,Atto 2/Exterior/Malachite Darkcyan/13.ATTO 2 DMi_LHD_Overlook_Rear_download_JPG_RGB.jpg,,6af135fb0ebad674292f858458830c56,2000,1500,39669557,428066,
byd_atto2_exterior_malachite-darkcyan_tailight.jpg,byd,BYD Atto 2,exterior,malachite-darkcyan,tailight,Atto 2/Exterior/Malachite Darkcyan/17.ATTO 2 DMi_LHD_Tailight_download_JPG_RGB.jpg,,f6c84093d05a68d6a6826bb448b43c87,2000,1440,24842709,511416,
byd_atto2_exterior_skiing-white_wheels.jpg,byd,BYD Atto 2,exterior,skiing-white,wheels,Atto 2/Exterior/Skiing White/19.ATTO 2 DMi_LHD_Skiing white_17 inch wheels.jpg,,36cb0f507e19377fc3bd13ea52d44c16,2000,1125,466117,214088,
